Time,asks,bids,price
2020-04-08 15:00:00 UTC,18412182.25,13589992.25,7272.5
2020-04-08 16:00:00 UTC,19072721.75,12341385.0,7293.375
2020-04-08 17:00:00 UTC,20166257.5,13673979.0,7319.25
2020-04-08 18:00:00 UTC,19621677.6,12433055.4,7319.15
2020-04-08 19:00:00 UTC,19246302.4,13309734.8,7301.15
2020-04-08 20:00:00 UTC,19964005.5,11190227.0,7341.25
2020-04-08 21:00:00 UTC,19391911.0,11086318.8,7344.15
2020-04-08 22:00:00 UTC,16844688.6,11533966.6,7345.15
2020-04-08 23:00:00 UTC,17149208.8,13668116.6,7367.65
2020-04-09 00:00:00 UTC,15101317.0,15184663.4,7346.55
2020-04-09 01:00:00 UTC,13643599.0,17744805.5,7324.0
2020-04-09 02:00:00 UTC,13704249.8,19584847.2,7305.85
2020-04-09 03:00:00 UTC,13400807.75,21424910.5,7290.125
2020-04-09 04:00:00 UTC,15785551.75,18196462.25,7269.625
2020-04-09 05:00:00 UTC,17329848.0,14939971.75,7292.5
2020-04-09 06:00:00 UTC,17255198.0,14877441.75,7313.5
2020-04-09 07:00:00 UTC,18328342.75,16637618.5,7321.5
2020-04-09 08:00:00 UTC,17290416.0,16751666.25,7347.25
2020-04-09 09:00:00 UTC,15845032.0,21064744.75,7322.125
2020-04-09 10:00:00 UTC,16572972.0,19361861.6666667,7312.91666666667
2020-04-09 11:00:00 UTC,16650913.75,17863187.5,7303.625
2020-04-09 12:00:00 UTC,13046728.3333333,13404894.3333333,7213.08333333333
2020-04-09 13:00:00 UTC,15301422.25,14009068.0,7322.5
2020-04-09 14:00:00 UTC,15338593.0,15947693.75,7318.75
2020-04-09 15:00:00 UTC,15541353.3333333,17810229.6666667,7297.25
2020-04-09 16:00:00 UTC,16818424.5,15002042.5,7290.5
2020-04-09 17:00:00 UTC,18318651.0,14044160.0,7302.875
2020-04-09 18:00:00 UTC,14817263.3333333,16931048.3333333,7271.75
2020-04-09 19:00:00 UTC,15206768.5,13090626.25,7263.625
2020-04-09 20:00:00 UTC,17236104.5,13923673.0,7264.0
2020-04-09 21:00:00 UTC,16416756.0,11090708.75,7294.375
2020-04-09 22:00:00 UTC,17848509.3333333,12089746.6666667,7311.75
2020-04-09 23:00:00 UTC,17607750.25,14034959.5,7297.25
